Timestamp_Unix,Time_Elapsed_s,Primary_Temp_C,Secondary_Temp_C,Setpoint_C,Duty_Cycle_Pct,Control_Mode,KP,KI,KD
1774254947.2864544,303.162,-9999.000000,22.005936,26.0,100.0000,LOW,0.2,0.005,0.0
1774254947.3537233,303.229,-9999.000000,22.004384,26.0,100.0000,LOW,0.2,0.005,0.0
1774254947.4080307,303.284,-9999.000000,22.003219,26.0,100.0000,LOW,0.2,0.005,0.0
1774254947.475922,303.351,-9999.000000,21.999727,26.0,93.6418,LOW,0.2,0.005,0.0
1774254947.544165,303.420,-9999.000000,22.002057,26.0,93.7316,LOW,0.2,0.005,0.0
1774254947.6047761,303.480,-9999.000000,22.004384,26.0,93.8062,LOW,0.2,0.005,0.0
1774254947.673995,303.550,-9999.000000,22.005936,26.0,93.9134,LOW,0.2,0.005,0.0
1774254947.7364974,303.612,-9999.000000,22.004384,26.0,94.0693,LOW,0.2,0.005,0.0
1774254947.8038006,303.679,-9999.000000,22.003219,26.0,94.2271,LOW,0.2,0.005,0.0
1774254947.8669863,303.743,-9999.000000,22.001666,26.0,94.3845,LOW,0.2,0.005,0.0
1774254947.924711,303.800,-9999.000000,21.998949,26.0,93.6574,LOW,0.2,0.005,0.0
1774254947.9869125,303.862,-9999.000000,22.004384,26.0,93.6730,LOW,0.2,0.005,0.0
1774254948.0560408,303.932,-9999.000000,22.003609,26.0,93.8266,LOW,0.2,0.005,0.0
1774254948.1143909,303.990,-9999.000000,22.003996,26.0,93.9354,LOW,0.2,0.005,0.0
1774254948.1849353,304.061,-9999.000000,22.002831,26.0,94.0997,LOW,0.2,0.005,0.0
1774254948.2486815,304.124,-9999.000000,22.000501,26.0,94.2738,LOW,0.2,0.005,0.0
1774254948.3027945,304.178,-9999.000000,22.002444,26.0,94.3431,LOW,0.2,0.005,0.0
1774254948.3744137,304.250,-9999.000000,22.000892,26.0,94.5173,LOW,0.2,0.005,0.0
1774254948.4365454,304.312,-9999.000000,22.002831,26.0,94.6027,LOW,0.2,0.005,0.0
1774254948.504265,304.380,-9999.000000,22.003996,26.0,94.7147,LOW,0.2,0.005,0.0
1774254948.5681896,304.444,-9999.000000,22.002444,26.0,94.8735,LOW,0.2,0.005,0.0
1774254948.6350293,304.511,-9999.000000,21.999339,26.0,93.6496,LOW,0.2,0.005,0.0
1774254948.6991196,304.575,-9999.000000,21.997009,26.0,93.6962,LOW,0.2,0.005,0.0
1774254948.7564292,304.632,-9999.000000,22.002444,26.0,93.7020,LOW,0.2,0.005,0.0
1774254948.8249266,304.700,-9999.000000,22.000114,26.0,93.8856,LOW,0.2,0.005,0.0
1774254948.8803723,304.756,-9999.000000,21.996235,26.0,93.7117,LOW,0.2,0.005,0.0
1774254948.9548979,304.830,-9999.000000,22.003219,26.0,93.7209,LOW,0.2,0.005,0.0
1774254949.0243003,304.900,-9999.000000,21.996622,26.0,93.7039,LOW,0.2,0.005,0.0
1774254949.0760758,304.952,-9999.000000,21.997397,26.0,93.6884,LOW,0.2,0.005,0.0
1774254949.144375,305.020,-9999.000000,21.999727,26.0,93.6418,LOW,0.2,0.005,0.0
1774254949.2047293,305.080,-9999.000000,22.001666,26.0,93.7237,LOW,0.2,0.005,0.0
1774254949.2662742,305.142,-9999.000000,22.002057,26.0,93.8389,LOW,0.2,0.005,0.0
1774254949.335804,305.211,-9999.000000,22.000892,26.0,94.0012,LOW,0.2,0.005,0.0
1774254949.4005215,305.276,-9999.000000,21.996622,26.0,93.7039,LOW,0.2,0.005,0.0
1774254949.4643075,305.340,-9999.000000,21.995844,26.0,93.7195,LOW,0.2,0.005,0.0
1774254949.5242794,305.400,-9999.000000,21.996622,26.0,93.7039,LOW,0.2,0.005,0.0
1774254949.585722,305.461,-9999.000000,22.000892,26.0,93.7414,LOW,0.2,0.005,0.0
1774254949.6565704,305.532,-9999.000000,22.002057,26.0,93.8597,LOW,0.2,0.005,0.0
1774254949.7043707,305.580,-9999.000000,22.001666,26.0,93.9631,LOW,0.2,0.005,0.0
1774254949.7646308,305.640,-9999.000000,21.998174,26.0,93.6729,LOW,0.2,0.005,0.0
1774254949.8278115,305.703,-9999.000000,21.995070,26.0,93.7350,LOW,0.2,0.005,0.0
